tau,n_components
74.0,1
74.42105263157895,1
74.84210526315789,1
75.26315789473684,1
75.6842105263158,1
76.10526315789474,1
76.52631578947368,1
76.94736842105263,1
77.36842105263158,1
77.78947368421052,1
78.21052631578948,1
78.63157894736842,1
79.05263157894737,1
79.47368421052632,1
79.89473684210526,1
80.3157894736842,1
80.73684210526315,1
81.15789473684211,1
81.57894736842105,1
82.0,1
