tau,n_components
96.0,1
96.3157894736842,1
96.63157894736842,1
96.94736842105263,1
97.26315789473684,1
97.57894736842105,1
97.89473684210526,1
98.21052631578948,1
98.52631578947368,1
98.84210526315789,1
99.15789473684211,1
99.47368421052632,1
99.78947368421052,1
100.10526315789474,1
100.42105263157895,1
100.73684210526315,1
101.05263157894737,1
101.36842105263158,1
101.6842105263158,1
102.0,2
