tau,n_components
2.0,15
2.1052631578947367,15
2.2105263157894735,15
2.3157894736842106,15
2.4210526315789473,15
2.526315789473684,15
2.6315789473684212,15
2.736842105263158,15
2.8421052631578947,15
2.9473684210526314,15
3.052631578947368,378
3.1578947368421053,378
3.263157894736842,378
3.3684210526315788,378
3.473684210526316,378
3.5789473684210527,378
3.6842105263157894,378
3.789473684210526,378
3.894736842105263,378
4.0,15
