node_id,parent_id,g,h,f,depth,n_legal_successors,n_pruned,status,all_pruned,f_plateau,timestamp_order
"(((5, 2), (5, 7)), (1, 1))","(((5, 2), (5, 6)), (1, 1))",1,8,9.0,1,,,pruned,,,0
"(((5, 1), (5, 6)), (1, 1))","(((5, 2), (5, 6)), (1, 1))",1,8,9.0,1,,,pruned,,,1
"(((5, 2), (5, 6)), (1, 1))",,0,7.0,7.0,0,6,2,expanded,False,True,2
"(((5, 1), (5, 5)), (1, 1))","(((5, 2), (5, 5)), (1, 1))",2,7,9.0,2,,,pruned,,,3
"(((5, 2), (5, 5)), (1, 1))","(((5, 2), (5, 6)), (1, 1))",1,6.0,7.0,1,6,1,expanded,False,True,4
"(((4, 2), (5, 7)), (1, 1))","(((4, 2), (5, 6)), (1, 1))",2,7,9.0,2,,,pruned,,,5
"(((4, 2), (5, 6)), (1, 1))","(((5, 2), (5, 6)), (1, 1))",1,6.0,7.0,1,4,1,expanded,False,True,6
"(((5, 1), (5, 4)), (1, 1))","(((5, 2), (5, 4)), (1, 1))",3,6,9.0,3,,,pruned,,,7
"(((5, 2), (5, 4)), (1, 1))","(((5, 2), (5, 5)), (1, 1))",2,5.0,7.0,2,8,1,expanded,False,True,8
"(((4, 2), (5, 5)), (1, 1))","(((5, 2), (5, 5)), (1, 1))",2,5.0,7.0,2,4,0,expanded,False,True,9
"(((3, 1), (5, 6)), (1, 1))","(((3, 2), (5, 6)), (1, 1))",3,6,9.0,3,,,pruned,,,10
"(((3, 2), (5, 7)), (1, 1))","(((3, 2), (5, 6)), (1, 1))",3,6,9.0,3,,,pruned,,,11
"(((3, 2), (5, 6)), (1, 1))","(((4, 2), (5, 6)), (1, 1))",2,5.0,7.0,2,6,2,expanded,False,True,12
"(((4, 4), (5, 1)), (1, 1))","(((4, 4), (5, 2)), (1, 1))",4,5,9.0,4,,,pruned,,,13
"(((4, 4), (5, 2)), (1, 1))","(((5, 2), (5, 4)), (1, 1))",3,4.0,7.0,3,6,1,expanded,False,True,14
"(((5, 2), (5, 3)), (1, 1))","(((5, 2), (5, 4)), (1, 1))",3,4.0,7.0,3,2,0,expanded,False,True,15
"(((4, 2), (5, 4)), (1, 1))","(((5, 2), (5, 4)), (1, 1))",3,4.0,7.0,3,6,0,expanded,False,True,16
"(((3, 1), (5, 5)), (1, 1))","(((3, 2), (5, 5)), (1, 1))",4,5,9.0,4,,,pruned,,,17
"(((3, 2), (5, 5)), (1, 1))","(((4, 2), (5, 5)), (1, 1))",3,4.0,7.0,3,6,1,expanded,False,True,18
"(((3, 4), (5, 1)), (1, 1))","(((3, 4), (5, 2)), (1, 1))",5,4,9.0,5,,,pruned,,,19
"(((3, 4), (5, 2)), (1, 1))","(((4, 4), (5, 2)), (1, 1))",4,3.0,7.0,4,8,1,expanded,False,True,20
"(((4, 2), (4, 4)), (1, 1))","(((4, 4), (5, 2)), (1, 1))",4,3.0,7.0,4,4,0,expanded,False,True,21
"(((4, 2), (5, 3)), (1, 1))","(((5, 2), (5, 3)), (1, 1))",4,3.0,7.0,4,4,0,expanded,False,True,22
"(((3, 1), (5, 4)), (1, 1))","(((3, 2), (5, 4)), (1, 1))",5,4,9.0,5,,,pruned,,,23
"(((3, 2), (5, 4)), (1, 1))","(((4, 2), (5, 4)), (1, 1))",4,3.0,7.0,4,8,1,expanded,False,True,24
"(((3, 3), (5, 1)), (1, 1))","(((3, 3), (5, 2)), (1, 1))",6,3,9.0,6,,,pruned,,,25
"(((3, 3), (5, 2)), (1, 1))","(((3, 4), (5, 2)), (1, 1))",5,2.0,7.0,5,6,1,expanded,False,True,26
"(((3, 4), (4, 2)), (1, 1))","(((3, 4), (5, 2)), (1, 1))",5,2.0,7.0,5,6,0,expanded,False,True,27
"(((3, 1), (4, 4)), (1, 1))","(((3, 2), (4, 4)), (1, 1))",6,3,9.0,6,,,pruned,,,28
"(((3, 2), (4, 4)), (1, 1))","(((4, 2), (4, 4)), (1, 1))",5,2.0,7.0,5,6,1,expanded,False,True,29
"(((3, 1), (5, 3)), (1, 1))","(((3, 2), (5, 3)), (1, 1))",6,3,9.0,6,,,pruned,,,30
"(((3, 2), (5, 3)), (1, 1))","(((4, 2), (5, 3)), (1, 1))",5,2.0,7.0,5,6,1,expanded,False,True,31
"(((3, 3), (4, 2)), (1, 1))","(((3, 3), (5, 2)), (1, 1))",6,1.0,7.0,6,4,0,expanded,False,True,32
"(((3, 1), (3, 4)), (1, 1))","(((3, 2), (3, 4)), (1, 1))",7,2,9.0,7,,,pruned,,,33
"(((3, 2), (3, 4)), (1, 1))","(((3, 4), (4, 2)), (1, 1))",6,1.0,7.0,6,8,1,expanded,False,True,34
"(((3, 2), (3, 3)), (1, 1))","(((3, 3), (4, 2)), (1, 1))",7,0.0,7.0,7,0,0,goal,False,False,35
